K-NET,FKS002,梁川,YANAGAWA,37.8453,140.6008,43,-,福島県,K-NET11A,
K-NET,FKS003,福島,FUKUSHIMA,37.7624,140.4781,64,-,福島県,K-NET11A,
K-NET,FKS004,飯舘,IITATE,37.6798,140.7342,488,-,福島県,K-NET11C,
K-NET,FKS005,原町,HARAMACHI,37.6389,140.9853,17,-,福島県,K-NET11A,
K-NET,FKS006,葛尾,KATSURAO,37.5022,140.7593,471,-,福島県,K-NET11A,
K-NET,FKS007,大熊,OHKUMA,37.4061,140.9632,70,-,福島県,K-NET18,
K-NET,FKS008,船引,FUNEHIKI,37.4343,140.5670,442,-,福島県,K-NET11A,
K-NET,FKS009,小野,ONO,37.2796,140.6344,430,-,福島県,K-NET11A,
K-NET,FKS010,広野,HIRONO,37.2338,141.0018,43,-,福島県,K-NET11A,
K-NET,FKS011,いわき,IWAKI,37.0917,140.9031,162,-,福島県,K-NET11A,
K-NET,FKS012,勿来,NAKOSO,36.9066,140.7928,3,-,福島県,K-NET11A,
K-NET,FKS013,古殿,FURUDONO,37.0893,140.5546,303,-,福島県,K-NET11A,
K-NET,FKS014,矢祭,YAMATSURI,36.8864,140.4166,163,-,福島県,K-NET11A,
K-NET,FKS015,棚倉,TANAGURA,37.0237,140.3763,295,-,福島県,K-NET11A,
K-NET,FKS016,白河,SHIRAKAWA,37.1232,140.1910,375,-,福島県,K-NET11A,
K-NET,FKS017,須賀川,SUKAGAWA,37.2844,140.3689,259,-,福島県,K-NET11A,
K-NET,FKS018,郡山,KORIYAMA,37.3959,140.3619,245,-,福島県,K-NET11A,
K-NET,FKS019,二本松,NIHOMMATSU,37.6031,140.4381,224,-,福島県,K-NET11A,
K-NET,FKS020,猪苗代,INAWASHIRO,37.5560,140.1226,527,-,福島県,K-NET11A,
K-NET,FKS021,喜多方,KITAKATA,37.6537,139.8607,209,-,福島県,K-NET11A,
K-NET,FKS022,西会津,NISHIAIZU,37.6005,139.6472,159,-,福島県,K-NET11A,
K-NET,FKS023,会津若松,AIZUWAKAMATSU,37.4775,139.9309,219,-,福島県,K-NET11A,
K-NET,FKS024,中野,NAKANO,37.3963,140.1326,530,-,福島県,K-NET11A,
K-NET,FKS025,下郷,SHIMOGO,37.3082,139.8994,439,-,福島県,K-NET11A,
K-NET,FKS026,南郷,NANGO,37.2664,139.5368,494,-,福島県,K-NET11A,
K-NET,FKS027,滝原,TAKINOHARA,37.0701,139.6807,771,-,福島県,K-NET11A,
K-NET,FKS028,只見,TADAMI,37.3037,139.3619,416,-,福島県,K-NET11A,
